	Gene	Chr	Gene Start	Gene End	nSNPs	TopSNP	TopSNP Pos	TopSNP P-Value
14349	SH2D1B	chr1	162372266	162381928	120	rs138975219	162384853.0	0.02202
14350	SH2D2A	chr1	156784289	156786552	51	rs143899871	156793164.0	0.0595
14351	SH2D3A	chr19	6757340	6764492	85	rs682626	6774069.0	0.001348
14352	SH2D3C	chr9	130511490	130517309	70	rs117772177	130525402.0	0.002334
14353	SH2D4A	chr8	19221319	19231128	101	rs76165574	19240904.0	0.02797
14354	SH2D4B	chr10	82402751	82406314	63	rs12262106	82408638.0	0.0007832
14355	SH2D5	chr1	21053524	21057668	76	rs61778528	21059837.0	0.001582
14356	SH2D6	chr2	85662542	85663861	90	rs138834402	85657961.0	0.007229
14357	SH2D7	chr15	78384926	78397251	99	rs75489622	78394675.0	0.0297
14358	SH3BGR	chr21	40871748	40887433	222	rs112059245	40897267.0	0.04674
14359	SH3BGRL	chrX	80510992	80553015	124	rs5913423	80556270.0	0.001198
14360	SH3BGRL2	chr6	80340999	80413372	279	rs77044050	80355429.0	0.0266
14361	SH3BGRL3	chr1	26606612	26607941	90	rs75511481	26617630.0	0.001582
14362	SH3BP1	chr22	38042774	38046785	95	rs149244054	38042369.0	0.05921
14363	SH3BP2	chr4	2831523	2835687	90	rs231401	2822162.0	0.04314
14364	SH3BP4	chr2	235903167	235904637	57	rs141757687	235901652.0	0.1278
14365	SH3BP5	chr3	15345608	15373570	190	rs7340679	15346700.0	0.007991
14366	SH3BP5L	chr1	249110228	249111045	34	rs12405503	249115775.0	0.02735
14367	SH3D19	chr4	152097776	152149069	198	rs10461254	152116318.0	0.008519
14368	SH3D21	chr1	36785640	36789566	45	rs10908299	36799048.0	0.1676
14369	SH3GL1	chr19	4366499	4396020	128	rs113645469	4365939.0	0.0452
14370	SH3GL2	chr9	17735712	17795822	479	rs3780226	17747173.0	0.003338
14371	SH3GL3	chr15	84278154	84287057	62	rs138978666	84279801.0	0.0009753
14372	SH3GLB1	chr1	87199926	87204378	68	rs61802924	87196431.0	0.05458
14373	SH3GLB2	chr9	131776699	131790477	55	rs3750340	131772389.0	0.000413
14374	SH3KBP1	chrX	19701941	19758955	107	rs5909129	19699244.0	0.02933
14375	SH3PXD2A	chr10	105361531	105421462	203	rs181975957	105367026.0	4.439e-05
14376	SH3PXD2B	chr5	171760502	171761239	69	rs74364058	171761437.0	0.03813
14377	SH3RF1	chr4	170190126	170191108	39	chr4_170198392_I	170198392.0	1.317e-07
14378	SH3RF2	chr5	145435384	145439714	50	chr5_145444145_I	145444145.0	0.01221
14379	SH3RF3	chr2	110259079	110262207	118	rs9286346	110265714.0	5.209e-07
14380	SH3TC1	chr4	8242570	8243530	84	rs75572200	8252343.0	0.07879
14381	SH3TC2	chr5	148423217	148442621	123	rs113096032	148452317.0	0.07289
14382	SH3YL1	chr2	259422	260292	36	rs79975915	262119.0	0.02183
14383	SHANK1	chr19	51214283	51217205	42	chr19_51205407_I	51205407.0	0.01669
14384	SHANK2	chr11	70803467	70805734	70	rs141240096	70799242.0	0.01824
14385	SHANK3	chr22	51113069	51171641	221	rs9616916	51118259.0	0.0003883
14386	SHARPIN	chr8	145158019	145163027	42	rs55908964	145166134.0	0.08014
14387	SHB	chr9	38015421	38069210	227	rs7034351	38019458.0	0.001681
14388	SHBG	chr17	7534626	7535375	76	rs57116414	7538323.0	0.01104
14389	SHC1	chr1	154940977	154946871	23	rs4845401	154941593.0	0.002335
14390	SHC2	chr19	435770	436534	58	rs76639555	446243.0	0.004845
14391	SHC3	chr9	91652280	91657052	99	rs186879893	91644114.0	0.001286
14392	SHC4	chr15	49164209	49169478	75	rs142453246	49154718.0	5.781e-06
14393	SHCBP1	chr16	46654377	46655263	10	rs79994354	46662890.0	0.03239
14394	SHCBP1L	chr1	182919657	182922246	48	rs10911167	182927685.0	0.006678
14395	SHD	chr19	4288188	4290561	100	rs62129297	4294551.0	0.01187
14396	SHE	chr1	154451956	154461642	37	rs144029367	154455249.0	0.0002539
14397	SHF	chr15	45466420	45479657	71	rs144637171	45459873.0	0.0524
14398	SHH	chr7	155599275	155600064	41	rs9333645	155593754.0	0.001326
14399	SHISA2	chr13	26618734	26625169	138	rs9553714	26622820.0	0.01175
14400	SHISA3	chr4	42399855	42404504	86	rs66671329	42402992.0	0.01323
14401	SHISA4	chr1	201858061	201859621	38	rs7539696	201858887.0	0.006456
14402	SHISA5	chr3	48539793	48542235	39	rs11706087	48539536.0	0.09824
14403	SHISA6	chr17	11145257	11283778	594	rs2159292	11163192.0	2.131e-06
14404	SHISA7	chr19	55943342	55953704	65	rs73057115	55958470.0	0.05762
14405	SHISA8	chr22	42307296	42310570	66	rs763263	42315790.0	9.455e-06
14406	SHISA9	chr16	12996735	13002767	134	rs12600143	13000003.0	0.03889
14407	SHISAL1	chr22	44639546	44708731	393	rs9614395	44637495.0	0.005221
14408	SHISAL2A	chr1	53099264	53133360	153	rs142353643	53140144.0	0.02935
14409	SHISAL2B	chr5	63987145	64013909	108	rs76934143	63997937.0	0.008944
14410	SHKBP1	chr19	41096114	41096993	71	rs117030537	41096116.0	0.01196
14411	SHLD1	chr20	5731038	5754093	160	rs77103088	5728836.0	0.07021
14412	SHLD2	chr10	88854952	88951220	289	rs3129411	88947938.0	0.02102
14413	SHLD3	chr5	64921835	64925428	101	rs11952500	64913841.0	0.001655
14414	SHMT1	chr17	18259292	18266856	108	rs12451807	18251236.0	0.007292
14415	SHMT2	chr12	57627416	57628027	38	rs12826178	57622371.0	5.297e-12
14416	SHOC2	chr10	112724789	112745680	72	chr10_112746921_D	112746921.0	0.154
14417	SHOX	chrX	591541	606303	0			
14418	SHOX2	chr3	157820464	157823949	66	chr3_157814227_D	157814227.0	0.04827
14419	SHPK	chr17	3511555	3539616	219	rs55865244	3502007.0	0.01575
14420	SHPRH	chr6	146266695	146275853	50	rs75318264	146260682.0	0.01259
14421	SHQ1	chr3	72890195	72897623	44	rs188664531	72901296.0	0.01645
14422	SHROOM1	chr5	132160860	132166351	35	rs74999441	132175645.0	0.2158
14423	SHROOM2	chrX	9880722	9914748	175	rs144170261	9891164.0	0.003363
14424	SHROOM3	chr4	77630919	77660146	116	rs142149087	77645873.0	0.004789
14425	SHROOM4	chrX	50430038	50438937	34	rs112801882	50431817.0	0.1124
14426	SHTN1	chr10	118713559	118719842	26	chr10_118708805_I	118708805.0	0.03432
14427	SI	chr3	164792212	164793802	68	rs73880014	164793648.0	0.05862
14428	SIAE	chr11	124539331	124565603	74	rs544368	124537995.0	2.862e-05
14429	SIAH1	chr16	48421108	48451230	74	rs59748923	48423406.0	0.01308
14430	SIAH2	chr3	150480242	150481264	52	rs147867347	150478690.0	0.09089
14431	SIAH3	chr13	46354404	46425871	351	rs11618124	46396223.0	0.002726
14432	SIDT1	chr3	113344760	113346767	32	rs138963051	113349390.0	0.008909
14433	SIDT2	chr11	117063332	117067995	92	rs4938355	117053675.0	0.02582
14434	SIGIRR	chr11	409465	414989	67	rs113758305	410585.0	0.02165
14435	SIGLEC1	chr20	3667618	3687775	181	rs1992953	3691520.0	0.01093
14436	SIGLEC5	chr19	52115183	52148798	248	chr19_52123327_I	52123327.0	0.008647
14437	SIGLEC6	chr19	52032772	52035057	124	rs73067320	52042766.0	0.01183
14438	SIGLEC7	chr19	51650213	51656485	36	rs12983058	51642784.0	0.03581
14439	SIGLEC8	chr19	51958749	51961063	56	rs11672925	51967867.0	0.02524
14440	SIGLEC9	chr19	51630286	51632215	35	rs1710379	51639684.0	0.02539
14441	SIGLEC10	chr19	51920176	51920885	74	rs187385766	51915692.0	0.01782
14442	SIGLEC11	chr19	50452926	50461715	114	rs111517055	50468495.0	0.01667
14443	SIGLEC12	chr19	51994894	52003627	232	rs62116174	51999684.0	0.005995
14444	SIGLEC14	chr19	52146075	52148830	125	rs2864911	52157793.0	0.009279
14445	SIGLEC15	chr18	43418486	43424045	68	rs78150817	43417996.0	0.04013
14446	SIGLEC16	chr19	50472958	50476367	134	rs111517055	50468495.0	0.01667
14447	SIGLECL1	chr19	51767164	51772247	83	rs12232860	51766748.0	0.01759
14448	SIGMAR1	chr9	34636747	34637409	55	rs148966487	34643507.0	0.02339
14449	SIK1	chr21	44840991	44841885	85	rs17004546	44840138.0	0.01651
14450	SIK2	chr11	111589465	111591398	29	chr11_111589751_D	111589751.0	0.1243
14451	SIK3	chr11	116744755	116746229	53	rs599320	116740659.0	0.07973
14452	SIKE1	chr1	115321822	115323116	18	rs41310114	115313051.0	0.0001388
14453	SIL1	chr5	138609226	138629246	42	rs62842161	138604414.0	0.01933
14454	SIM1	chr6	100910478	100912765	51	rs146792241	100912376.0	0.05585
14455	SIM2	chr21	38084865	38092888	101	rs184655205	38094922.0	0.01723
14456	SIMC1	chr5	175723125	175749818	116	rs137914301	175758305.0	0.006071
14457	SIN3A	chr15	75722661	75744087	44	rs4886704	75732993.0	0.06216
14458	SIN3B	chr19	16987972	16989753	65	chr19_16990332_D	16990332.0	0.1296
14459	SINHCAF	chr12	31435572	31451109	52	chr12_31439190_D	31439190.0	0.03286
14460	SIPA1	chr11	65417752	65418389	33	rs2448490	65412035.0	0.0001512
14461	SIPA1L1	chr14	72196908	72202310	32	rs76126344	72200963.0	0.002866
14462	SIPA1L2	chr1	232626431	232629406	88	rs6671306	232633355.0	0.0003601
14463	SIPA1L3	chr19	38694331	38697030	71	rs55986737	38699601.0	0.001448
14464	SIRPA	chr20	1875941	1920543	270	rs4813309	1880550.0	0.0001333
14465	SIRPB1	chr20	1585620	1600632	111	rs2281807	1610201.0	0.0004724
14466	SIRPB2	chr20	1459778	1472099	155	rs6042507	1459060.0	0.002125
14467	SIRPD	chr20	1514896	1532585	133	rs2251811	1505558.0	6.169e-05
14468	SIRPG	chr20	1610869	1638360	213	rs13037155	1614915.0	1.335e-05
14469	SIRT1	chr10	69665806	69678143	80	rs12415059	69687355.0	0.002818
14470	SIRT2	chr19	39389019	39390228	56	rs11083485	39393005.0	0.0005249
14471	SIRT3	chr11	233208	236326	158	chr11_243020_D	243020.0	0.2189
14472	SIRT4	chr12	120741682	120751044	85	rs79103869	120744291.0	0.03614
14473	SIRT5	chr6	13574874	13614790	112	rs2253217	13600459.0	0.002674
14474	SIRT6	chr19	4180608	4182543	70	chr19_4191957_D	4191957.0	0.212
14475	SIRT7	chr17	79875643	79876029	5	rs111282936	79866610.0	0.03382
14476	SIT1	chr9	35649423	35650907	105	chr9_35645074_I	35645074.0	0.001231
14477	SIVA1	chr14	105220054	105225915	77	rs4983550	105231640.0	0.0422
14478	SIX1	chr14	61118492	61119797	30	rs11628064	61108569.0	0.003872
14479	SIX2	chr2	45232299	45236569	81	rs2922003	45240748.0	0.01191
14480	SIX3	chr2	45168901	45173216	100	rs115040561	45179300.0	0.04266
14481	SIX4	chr14	61186519	61191066	24	rs72722230	61176886.0	0.02732
14482	SIX5	chr19	46268650	46272113	44	rs183029748	46274357.0	0.01123
14483	SIX6	chr14	60975668	60979568	52	rs61746410	60976137.0	0.02141
14484	SKA1	chr18	47901430	47918530	150	rs137933791	47926989.0	0.1179
14485	SKA2	chr17	57196747	57229162	68	rs12945875	57210313.0	9.067e-05
14486	SKA3	chr13	21746407	21750612	95	rs60152320	21749142.0	0.1925
14487	SKAP1	chr17	46257453	46262541	69	rs17681361	46251250.0	1.06e-05
14488	SKAP2	chr7	26883648	26904204	125	chr7_26877415_I	26877415.0	0.0422
14489	SKI	chr1	2235084	2235807	61	rs2843158	2236758.0	0.007502
14490	SKIDA1	chr10	21808436	21812824	30	rs45503701	21807106.0	0.07509
14491	SKIL	chr3	170099063	170102837	75	rs73163817	170094321.0	0.02186
14492	SKIV2L	chr6	31936300	31937364	80	rs115484360	31940897.0	2.62e-17
14493	SKOR1	chr15	68117940	68126174	87	rs4508380	68109049.0	0.0009792
14494	SKOR2	chr18	44757493	44775554	102	rs74563961	44778214.0	0.008889
14495	SKP1	chr5	133509657	133511261	49	rs74632339	133511762.0	0.07307
14496	SKP2	chr5	36152270	36170486	120	rs33667	36170237.0	0.01377
14497	SLA	chr8	134087119	134114856	269	rs116999370	134101834.0	0.01612
14498	SLA2	chr20	35240921	35274284	62	rs4810266	35255476.0	0.01057
14499	SLAIN1	chr13	78317239	78338362	94	rs1279677	78329866.0	0.02179
14500	SLAIN2	chr4	48385694	48422506	172	rs181021222	48416664.0	0.0001506
14501	SLAMF1	chr1	160606800	160616811	78	rs11583748	160625875.0	0.1325
14502	SLAMF6	chr1	160456482	160493032	218	rs1265883	160464911.0	5.04e-05
14503	SLAMF7	chr1	160720212	160724611	48	rs189845429	160728022.0	0.005324
14504	SLAMF8	chr1	159802794	159807039	69	rs16842694	159816288.0	0.04036
14505	SLAMF9	chr1	159921281	159923282	81	rs12731748	159912665.0	0.001398
14506	SLBP	chr4	1698021	1714071	122	rs698424	1694816.0	0.03514
14507	SLC1A1	chr9	4572334	4585557	98	rs301979	4576851.0	0.006215
14508	SLC1A2	chr11	35287147	35323075	190	rs146755753	35320902.0	0.02828
14509	SLC1A3	chr5	36680448	36686335	68	rs17511061	36675689.0	0.02419
14510	SLC1A4	chr2	65226581	65250997	154	rs185022994	65252201.0	0.02418
14511	SLC1A5	chr19	47285692	47288060	80	rs8105903	47288150.0	0.005422
14512	SLC1A6	chr19	15083616	15090500	186	rs147579087	15075281.0	0.04878
14513	SLC1A7	chr1	53573599	53608289	322	rs2486634	53610852.0	0.003355
14514	SLC2A1	chr1	43417360	43424530	147	rs79608798	43416158.0	0.0005736
14515	SLC2A2	chr3	170723208	170736412	102	rs7356034	170732599.0	2.459e-05
14516	SLC2A3	chr12	8086073	8088780	61	rs2244822	8088227.0	0.0003749
14517	SLC2A4	chr17	7185448	7189486	54	rs2654189	7177872.0	0.0003993
14518	SLC2A4RG	chr20	62373880	62374470	68	rs1887406	62379990.0	0.0002935
14519	SLC2A5	chr1	9117556	9129910	168	rs1705295	9122382.0	0.01715
14520	SLC2A6	chr9	136340527	136344197	81	rs118094162	136342852.0	3.538e-05
14521	SLC2A7	chr1	9063358	9086404	183	rs61785781	9067673.0	0.03152
14522	SLC2A8	chr9	130169682	130170703	70	chr9_130173952_D	130173952.0	0.0005527
14523	SLC2A9	chr4	10035848	10042012	133	rs34325511	10028867.0	0.03038
14524	SLC2A10	chr20	45338337	45339075	66	rs143050400	45332735.0	0.005819
14525	SLC2A11	chr22	24225146	24227723	69	rs73160458	24234419.0	0.0246
14526	SLC2A12	chr6	134309834	134373774	208	rs2247185	134352747.0	0.02945
14527	SLC2A13	chr12	40223926	40229562	62	rs146490798	40214265.0	0.1997
14528	SLC2A14	chr12	8023445	8025460	126	rs75590107	8032624.0	0.002902
14529	SLC3A1	chr2	44530944	44547937	129	chr2_44557227_D	44557227.0	0.01294
14530	SLC3A2	chr11	62655341	62655992	42	rs78266386	62656642.0	0.007731
14531	SLC4A1	chr17	42338172	42345509	70	rs45574837	42338453.0	0.007536
14532	SLC4A1AP	chr2	27914424	27917840	17	rs78653657	27912776.0	0.0001047
14533	SLC4A2	chr7	150773069	150773611	52	rs2303933	150766799.0	0.0002667
14534	SLC4A3	chr2	220498067	220500503	27	rs36072875	220490680.0	0.01561
14535	SLC4A4	chr4	72204769	72339036	253	rs72650356	72331192.0	0.02341
14536	SLC4A5	chr2	74512911	74570541	123	rs139509661	74506950.0	0.003086
14537	SLC4A7	chr3	27463162	27465993	63	rs7614511	27455566.0	0.1195
14538	SLC4A8	chr12	51895611	51902980	63	chr12_51897003_D	51897003.0	0.007188
14539	SLC4A9	chr5	139751033	139754514	28	rs13184340	139753962.0	7.044e-06
14540	SLC4A10	chr2	162283963	162507800	490	rs77324008	162401059.0	0.001628
14541	SLC4A11	chr20	3214880	3219359	115	rs76749448	3228136.0	0.02454
14542	SLC5A1	chr22	32480835	32498194	94	rs149749339	32473980.0	0.03687
14543	SLC5A2	chr16	31500809	31502166	15	rs3813008	31497881.0	0.2336
14544	SLC5A3	chr21	35445869	35478559	99	rs1782995	35466743.0	0.004272
14545	SLC5A4	chr22	32614464	32651328	239	rs59707717	32634524.0	0.03382
14546	SLC5A5	chr19	17992787	17999187	77	chr19_17993498_I	17993498.0	0.01679
14547	SLC5A6	chr2	27430437	27435826	82	rs6756856	27443619.0	0.002076
14548	SLC5A7	chr2	108602994	108630450	135	rs2450279	108608070.0	0.004515
14549	SLC5A8	chr12	101549270	101604185	280	chr12_101611365_I	101611365.0	0.02537
14550	SLC5A9	chr1	48706055	48714310	84	rs181631497	48714110.0	0.06799
14551	SLC5A10	chr17	18920953	18923042	39	rs2472707	18917324.0	3.461e-06
14552	SLC5A11	chr16	24888424	24902323	138	rs182021805	24879776.0	0.01168
14553	SLC5A12	chr11	26730606	26743579	83	rs116826759	26734665.0	0.003224
14554	SLC6A1	chr3	11074922	11078964	63	rs62238225	11077154.0	0.028
14555	SLC6A2	chr16	55734185	55739765	82	rs36013	55725541.0	0.01482
14556	SLC6A3	chr5	1414855	1416693	90	rs464049	1423905.0	0.05423
14557	SLC6A4	chr17	28525512	28562716	106	rs11872020	28553489.0	0.006984
14558	SLC6A5	chr11	20650729	20676610	216	rs3758808	20667711.0	0.004994
14559	SLC6A6	chr3	14513749	14526411	97	rs4685167	14536202.0	0.02096
14560	SLC6A7	chr5	149569813	149574767	100	chr5_149565525_D	149565525.0	0.0349
14561	SLC6A8	chrX	152958916	152959619	54	rs2071028	152959078.0	0.01489
14562	SLC6A9	chr1	44480301	44483012	44	rs3791129	44480093.0	0.0002021
14563	SLC6A11	chr3	10975651	10977083	91	rs11128534	10986153.0	0.01908
14564	SLC6A12	chr12	321237	322883	73	rs7312186	323337.0	0.02956
14565	SLC6A13	chr12	368170	372002	75	rs150075260	376180.0	0.02048
14566	SLC6A15	chr12	85285840	85307394	69	rs12368511	85294841.0	0.01878
14567	SLC6A16	chr19	49809341	49813668	40	rs141706338	49811438.0	0.007178
14568	SLC6A17	chr1	110735189	110737610	56	rs2784140	110738296.0	0.006615
14569	SLC6A18	chr5	1225523	1232954	169	rs56361499	1238757.0	0.008911
14570	SLC6A19	chr5	1201709	1223385	247	rs13180809	1212647.0	0.001514
14571	SLC6A20	chr3	45831792	45837852	59	chr3_45834987_D	45834987.0	0.01281
14572	SLC7A1	chr13	30091003	30093647	81	rs1124594	30085083.0	0.0002824
14573	SLC7A2	chr8	17396285	17428070	345	rs62498021	17425196.0	0.0185
14574	SLC7A3	chrX	70145437	70150975	101	rs137944839	70160383.0	0.05055
14575	SLC7A4	chr22	21385856	21387129	91	rs12627919	21392943.0	0.04294
14576	SLC7A5	chr16	87866337	87870411	164	rs117094085	87867224.0	0.05362
14577	SLC7A6	chr16	68328580	68331336	47	rs55757091	68323654.0	5.715e-07
14578	SLC7A6OS	chr16	68337634	68344725	59	rs11350	68335392.0	0.0001468
14579	SLC7A7	chr14	23284531	23290069	122	rs117274669	23277802.0	0.006795
14580	SLC7A8	chr14	23635666	23652859	118	rs2268872	23649336.0	0.0244
14581	SLC7A9	chr19	33349381	33355424	134	rs8100924	33350101.0	0.02597
14582	SLC7A10	chr19	33702444	33716704	111	rs7359893	33722682.0	0.003218
14583	SLC7A11	chr4	139092997	139144398	219	rs74843273	139150464.0	0.01731
14584	SLC7A13	chr8	87226620	87242589	156	rs73271406	87217858.0	0.002356
14585	SLC7A14	chr3	170287878	170303816	63	rs1983010	170313723.0	0.0001054
14586	SLC8A1	chr2	40657200	40679148	146	rs4315575	40688003.0	0.001084
14587	SLC8A2	chr19	47935663	47950879	109	rs830152	47937546.0	0.009044
14588	SLC8A3	chr14	70525822	70527656	95	rs2125744	70526813.0	0.0008647
14589	SLC8B1	chr12	113772476	113797271	115	rs12820985	113796856.0	6.786e-05
14590	SLC9A1	chr1	27440723	27493472	112	rs79540541	27451206.0	0.0004679
14591	SLC9A2	chr2	103306152	103318910	102	rs77109149	103309017.0	0.0002376
14592	SLC9A3	chr5	479751	482759	172	rs141378816	474212.0	0.0382
14593	SLC9A3R1	chr17	72759566	72764942	68	rs12602637	72766408.0	0.0878
14594	SLC9A3R2	chr16	2085981	2088129	45	rs78141372	2094178.0	0.05554
14595	SLC9A4	chr2	103119900	103122264	103	rs7605606	103121536.0	0.04918
14596	SLC9A5	chr16	67286711	67304883	59	rs112758960	67308279.0	0.003852
14597	SLC9A6	chrX	135067626	135129423	145	rs6418775	135119421.0	0.008608
14598	SLC9A7	chrX	46465729	46480451	77	rs149589637	46463222.0	0.03029
14599	SLC9A8	chr20	48502907	48508779	74	rs6020100	48494650.0	0.02811
14600	SLC9A9	chr3	143566435	143567311	67	rs112880122	143560948.0	0.0353
14601	SLC9B1	chr4	103832590	103912869	227	rs11722779	103827488.0	1.711e-05
14602	SLC9B2	chr4	103997583	103998359	28	rs7691873	103987899.0	0.002275
14603	SLC9C1	chr3	111997614	112013063	189	chr3_112013894_D	112013894.0	0.01425
14604	SLC9C2	chr1	173567044	173570891	32	rs61828917	173580303.0	1.564e-05
14605	SLC10A1	chr14	70242133	70264006	101	rs11629222	70266784.0	0.007696
14606	SLC10A2	chr13	103696349	103719196	243	rs56077570	103721313.0	0.06107
14607	SLC10A3	chrX	153716625	153719016	56	chrX_153714027_D	153714027.0	0.0001034
14608	SLC10A4	chr4	48485359	48491213	78	rs13145713	48480719.0	4.812e-06
14609	SLC10A5	chr8	82605841	82608409	107	rs191972839	82597011.0	0.1317
14610	SLC10A6	chr4	87746600	87770277	79	rs17751144	87777304.0	0.002834
14611	SLC10A7	chr4	147435053	147443074	59	rs7439322	147452068.0	0.1182
14612	SLC11A1	chr2	219257562	219258909	41	rs17221959	219252630.0	0.06113
14613	SLC11A2	chr12	51404502	51418626	95	chr12_51412743_I	51412743.0	0.01281
14614	SLC12A1	chr15	48524921	48527541	38	rs1484547	48520699.0	0.01352
14615	SLC12A2	chr5	127514071	127518613	42	chr5_127504923_I	127504923.0	0.005604
14616	SLC12A3	chr16	56940937	56947890	141	rs75199194	56935163.0	0.01671
14617	SLC12A4	chr16	67991431	68002372	41	rs7195605	67989523.0	1.29e-06
14618	SLC12A5	chr20	44671835	44672503	80	rs117213236	44661944.0	0.001035
14619	SLC12A6	chr15	34548436	34591837	261	rs74420897	34587268.0	0.01366
14620	SLC12A7	chr5	1078633	1081773	66	rs4074564	1088872.0	0.01454
14621	SLC12A8	chr3	124925511	124931708	140	rs9873519	124921457.0	1.385e-05
14622	SLC12A9	chr7	100459141	100463177	56	rs2720393	100455662.0	0.0004218
14623	SLC13A1	chr7	122755428	122840025	270	rs73217778	122818034.0	0.0122
14624	SLC13A2	chr17	26800755	26821094	101	rs4795444	26818304.0	0.03506
14625	SLC13A3	chr20	45237538	45280098	169	chr20_45283857_I	45283857.0	0.004674
14626	SLC13A4	chr7	135406140	135414006	115	rs3112362	135404841.0	0.01704
14627	SLC13A5	chr17	6607354	6616688	130	rs12451059	6621437.0	0.000962
14628	SLC14A1	chr18	43319466	43330085	140	rs79287813	43332261.0	0.06478
14629	SLC14A2	chr18	43195445	43224373	152	rs869875	43191240.0	0.004848
14630	SLC15A1	chr13	99372780	99378821	100	rs7336318	99381562.0	0.03826
14631	SLC15A2	chr3	121658037	121659829	51	rs3792597	121650872.0	0.006028
14632	SLC15A3	chr11	60714005	60720002	86	rs190806225	60711810.0	0.007043
14633	SLC15A4	chr12	129299504	129304412	104	rs74480293	129290844.0	0.1754
14634	SLC15A5	chr12	16341418	16430619	492	chr12_16376773_D	16376773.0	0.01212
14635	SLC16A1	chr1	113471669	113498803	76	rs41283086	113498070.0	0.0005432
14636	SLC16A2	chrX	73740954	73752443	34	chrX_73742860_D	73742860.0	0.002751
14637	SLC16A3	chr17	80194349	80195292	44	rs35121878	80190771.0	0.01612
14638	SLC16A4	chr1	110921565	110933644	91	rs12064369	110917734.0	0.001669
14639	SLC16A5	chr17	73089450	73096466	143	rs151260629	73103762.0	4.255e-05
